#query_sequence	candidate_DB_seqs(outliers)	candidate_DB_seqs_qualifying_percent_identity_cutoff	query_unrelated2DB	score_of_cut
OTU_97.40822	LQ500123.51.1533;AJ413954.1.1462;X85022.1.1499;BAAX01000131.813.2303;LQ500131.1.1474;BAAX01000205.681.2171;HQ457025.1.1483;BAAU01000686.2038.3530;BAAX01000042.422.1912;BAAY01001326.446.1936;BABG01001611.30.1520;BABA01001765.248.1738;BABD01001073.183.1673;BAAY01002722.335.1825;BAAX01000694.431.1921;LQ500116.1.1474;BABA01001556.422.1912;LQ500117.1.1474;BABG01000480.1321.2811;BAAY01000303.996.2486;BAAV01000571.2640.4130;BABG01000051.2348.3838;BAAY01001463.1184.2674;CYGL01005916.57.1552;EU728783.1.1433;JN713314.1.1504	NA	NA	669.8186090593827
OTU_97.40833	BAAX01000042.422.1912;BABA01001765.248.1738;LQ500116.1.1474;BAAU01000686.2038.3530;LQ500117.1.1474;BAAY01001326.446.1936;BAAX01000205.681.2171;LQ500131.1.1474;BABG01000480.1321.2811;BABG01001611.30.1520;LQ500123.51.1533;BAAX01000131.813.2303;BAAY01000303.996.2486;BABA01001556.422.1912;X85022.1.1499;BABD01001073.183.1673;BAAY01002722.335.1825;BAAX01000694.431.1921;AJ413954.1.1462;CYGL01005916.57.1552;BAAV01000571.2640.4130;BABG01000051.2348.3838;HQ457025.1.1483;BAAY01001463.1184.2674;JN713314.1.1504;EU728783.1.1433;AY169430.1.1474;CBXK010002535.1192.2697;EU728786.1.1477;DQ057482.1.1450;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475;DQ057481.1.1439	NA	NA	719.1995239639527
OTU_97.40862	AGDG01000041.493.2001;CZAE01000003.99809.101321;AB547640.1.1475;GQ496624.1.1458;GQ496623.1.1463	NA	NA	14.07704416289198
OTU_97.40951	AJPU01000034.127207.128725;AJPU01000037.18517.20035;AB238928.1.1492;EU136685.1.2023;AB238929.1.1492;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;FTLH01000001.1658518.1660028;AGZP01000036.3707.5225;ABYH01000014.137.1655;AB261128.1.1492;GEEG01002153.1.1395;CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;AB238923.1.1486;CP000140.142361.143857;CP000140.4787729.4789225;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238927.1.1486;AB238925.1.1486;AB238926.1.1486;EU136681.1.1911;M86695.1.1539;BAAZ01000703.1371.2875;JNHQ01000184.8.1440;EU728708.1.1478;AB238924.1.1486;FNVS01000030.3615.5146;AGES01000002.1517833.1519347;LT223609.1.1490;AB574482.1.1489;CZAR01000037.27480.28953;AGZO01000005.452.1966;CDRH01001199.128.1633;LT558809.1.2930;BABA01001649.892.2396;KR364782.1.1484;AGZO01000011.369833.371347;AGES01000014.73256.74770;AGZO01000045.56609.58123;ASSQ01000020.1189752.1191266;AQFV01000011.277632.279146;AQFV01000015.300695.302209;HW066513.1.1490;AB470343.1.1485;AB238922.1.1488;AB739697.1.1442;CP000140.3411907.3413403;CP000140.3253636.3255132;EU136697.1.2002;AGES01000009.1340374.1341888;ASSQ01000028.98117.99631;ASSQ01000025.293398.294912;AB470344.1.1487;LC033797.1.1486;AB547650.1.1476;FQSE01000007.1631802.1633308;AB117561.1.1493;LT725663.1.1450;KX462878.1.1423;AF357554.1.1448;HQ020488.1.1502;LZEK01000004.127788.129330;LC033805.1.1630;JN029805.1.1481;FUFV01000048.87.1597;HQ122961.1.1394;FJ799161.1.1470;DQ677015.1.1505;FJ799120.1.1498;KP944197.1.1431;FJ862827.1.1521;EU728718.1.1446;DQ676993.1.1505;AY949860.1.1520;JQ606916.1.1417;JQ607238.1.1426;JQ606931.1.1418;EF184292.1.1459;KR822455.1.1480;JPZV01230878.3063.4573	NA	NA	1534.7027256718757
OTU_97.40955	FJ802333.1.1218;FJ269072.1.1480;ACVX01000081.60.1580;AB588017.1.1489;CP002416.497122.498637;CP002416.3544459.3545974;CP000568.3427593.3429113;CP016502.684386.685901;AB558166.1.1489;CP002416.747703.749218;CP002416.684465.685980;CP000568.3599368.3600888;CP000568.3665491.3667011;CP000568.2816913.2818433	NA	NA	161.42837708803881
OTU_97.40956	BABB01000067.5995.7501;FNOD01000057.3565.5095;BAAU01001024.317.1823;ABFZ02000022.100210.101724;HZ485141.10.1516;ABFZ02000010.54.1555;LC033792.1.1501;BABD01000526.1236.2742;LN907743.1.1476;AB510708.1.1476;ABFZ02000011.1.1404;EU136684.1.1926;X83953.1.1342;FQWK01000014.251.1781;LF650911.10.1516;LF135337.10.1516;LV534824.10.1516;HZ485083.10.1516;AB547638.1.1488;BAJK01000111.3667.5173;ARFR01000003.2.1263	NA	NA	218.2750741747468
OTU_97.40998	LQ500116.1.1474;BAAX01000042.422.1912;BABA01001765.248.1738;BAAX01000205.681.2171;BAAU01000686.2038.3530;LQ500117.1.1474;BAAY01001326.446.1936;BABG01000480.1321.2811;LQ500131.1.1474;BABG01001611.30.1520;BAAY01000303.996.2486;LQ500123.51.1533;BAAX01000131.813.2303;BABD01001073.183.1673;BABA01001556.422.1912;BAAY01002722.335.1825;BAAX01000694.431.1921;AJ413954.1.1462;CYGL01005916.57.1552;X85022.1.1499;BAAV01000571.2640.4130;BABG01000051.2348.3838;BAAY01001463.1184.2674;JN713314.1.1504;HQ457025.1.1483;EU728783.1.1433;AY169430.1.1474;CBXK010002535.1192.2697;EU728786.1.1477;DQ057482.1.1450;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475;DQ057481.1.1439	NA	NA	721.8067655902742
OTU_97.41026	AB702937.1.1496;ASTC01000037.211.1727;LF623590.4.1475;HW798623.1.1493;HW798599.4.1475;HW313926.4.1475;HW313920.1.1483;LF623612.1.1491;HW798611.1.1495;HW313948.1.1491;HW798619.1.1493;FJ625862.7160.8682;BAGW01000037.287.1796;FJ625861.27324.28847;LF623579.1.1491;HW798588.1.1491;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518	NA	NA	434.7942058501303
OTU_97.4105	CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;CP000140.142361.143857;CP000140.4787729.4789225;EU136681.1.1911;JNHQ01000184.8.1440;M86695.1.1539;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238925.1.1486;AB238927.1.1486;AB238923.1.1486;AB238926.1.1486;AB238922.1.1488;CP000140.3411907.3413403;CP000140.3253636.3255132;EU728708.1.1478;AB238924.1.1486;KP944197.1.1431;CZAR01000037.27480.28953;KR364782.1.1484;BABA01001649.892.2396;CDRH01001199.128.1633;BAAZ01000703.1371.2875;LC033797.1.1486;AB117561.1.1493;JQ607238.1.1426;JQ606916.1.1417;GEEG01002153.1.1395;JQ606931.1.1418;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;AGZP01000036.3707.5225;AJPU01000034.127207.128725;AJPU01000037.18517.20035;AB238928.1.1492;EU136685.1.2023;FTLH01000001.1658518.1660028;AB238929.1.1492;ABYH01000014.137.1655;AB261128.1.1492;FNVS01000030.3615.5146;AB574482.1.1489;AGES01000002.1517833.1519347;AGES01000009.1340374.1341888;LT558809.1.2930;AGES01000014.73256.74770;LT223609.1.1490;EU728718.1.1446;AB470344.1.1487;AB470343.1.1485;LT725663.1.1450;AB739697.1.1442;KX462878.1.1423;FQSE01000007.1631802.1633308	NA	NA	923.8521333186472
OTU_97.41079	FNLI01000001.906.2398;KM454168.1.1525;FKLA01000009.186857.188363;HF545616.962351.963857;HF545616.1595630.1597136;HF545617.337862.339368;HF545616.164905.166411	NA	NA	29.603997898891976
OTU_97.4109	MJHW01000015.411.1953;MJHW01000006.25639.27181;FR733672.1.1521;FNWC01000005.152430.153940;CP003040.25465.26999;CP003040.1035384.1036918;CP003040.625894.627428;CYZJ01000002.353627.355138;AB661434.1.1493;FIZZ01000025.174.1684;FNWC01000007.2759670.2761180;ADLQ01000114.174.1692;MJID01000039.570.2111;LG085311.10.1520;HZ485404.10.1520;CP003040.3095887.3097421;FP929042.53.1573;FP929043.489815.491335;CYYW01000006.154776.156288;LT598553.1.1494;AJ270475.1.1506	NA	NA	5.829186676931386
OTU_97.41110	AJPU01000034.127207.128725;AJPU01000037.18517.20035;AB238928.1.1492;EU136685.1.2023;AB238929.1.1492;FTLH01000001.1658518.1660028;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;AGZP01000036.3707.5225;ABYH01000014.137.1655;AB261128.1.1492;GEEG01002153.1.1395;CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;CP000140.142361.143857;CP000140.4787729.4789225;EU136681.1.1911;M86695.1.1539;AB238923.1.1486;AGZO01000005.452.1966;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238927.1.1486;AB238925.1.1486;AB238926.1.1486;AGZO01000011.369833.371347;AGZO01000045.56609.58123;ASSQ01000020.1189752.1191266;AQFV01000011.277632.279146;AQFV01000015.300695.302209;HW066513.1.1490;LT223609.1.1490;AB238922.1.1488;CP000140.3411907.3413403;CP000140.3253636.3255132;JNHQ01000184.8.1440;EU728708.1.1478;EU136697.1.2002;AGES01000009.1340374.1341888;ASSQ01000028.98117.99631;ASSQ01000025.293398.294912;LT558809.1.2930;BAAZ01000703.1371.2875;AB238924.1.1486;FNVS01000030.3615.5146;AB574482.1.1489;CZAR01000037.27480.28953;AB470343.1.1485;AGES01000002.1517833.1519347;FQSE01000007.1631802.1633308;AB547650.1.1476;AB470344.1.1487;BABA01001649.892.2396;CDRH01001199.128.1633;AB739697.1.1442;KR364782.1.1484;AGES01000014.73256.74770;LZEK01000004.127788.129330;AF357554.1.1448;LC033797.1.1486;HQ122961.1.1394;LC033805.1.1630;FJ799161.1.1470;KX462878.1.1423;DQ677015.1.1505;FJ799120.1.1498;AB117561.1.1493;LT725663.1.1450;HQ020488.1.1502;FJ862827.1.1521;JN029805.1.1481;EU728718.1.1446;DQ676993.1.1505;AY949860.1.1520;KP944197.1.1431;FUFV01000048.87.1597;JQ607568.1.1411;JQ607084.1.1412;JQ606916.1.1417;JPZV01230878.3063.4573;JQ606931.1.1418;KR822455.1.1480;JQ607238.1.1426;JQ607108.1.1412;EF184292.1.1459	NA	NA	1598.4864820295952
OTU_97.41113	HZ485351.1.1497;AY033434.1.1497;LRVM01000024.42.1563;CP014223.2979183.2980704;CP014223.1000695.1002216;CP014223.544406.545927;AB649276.1.1495;HQ326737.1.1507;HQ326734.1.1510;HQ326726.1.1503;HQ326743.1.1500;X76746.1.1511;X77841.1.1527;HQ324121.1.1475;AB298756.1.1471;JQ608165.1.1420;GFIX01008132.27.1509;JQ608156.1.1427	NA	NA	365.703188516145
OTU_97.4113	AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;ASTC01000037.211.1727;LT598592.1.1493;FJ625862.7160.8682;BAGW01000037.287.1796;HW313920.1.1483;LT558848.1.1494;AB702937.1.1496;HW798623.1.1493;FJ625861.27324.28847;LF623590.4.1475;HW798611.1.1495;HW798599.4.1475;HW313926.4.1475;AB238598.1.1453;HW798619.1.1493;LF623612.1.1491;HW313948.1.1491;BAAZ01001521.295.1804;EU728724.1.1426;LF623579.1.1491;HW798588.1.1491	NA	NA	474.4839527484837
OTU_97.41155	AB238922.1.1488;CP000140.3411907.3413403;CP000140.3253636.3255132;BAAZ01000703.1371.2875;CZAR01000037.27480.28953;KR364782.1.1484;CDRH01001199.128.1633;CP000140.142361.143857;CP000140.4787729.4789225;BABA01001649.892.2396;AB238924.1.1486;EU136681.1.1911;JNHQ01000184.8.1440;AB238923.1.1486;LC033797.1.1486;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238925.1.1486;CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;EU728708.1.1478;AB238927.1.1486;AB238926.1.1486;AB117561.1.1493;M86695.1.1539;KP944197.1.1431;JQ606916.1.1417;JQ607238.1.1426;JQ606931.1.1418	NA	NA	665.5888719925897
OTU_97.41199	CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;JNHQ01000184.8.1440;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238925.1.1486;AB238927.1.1486;AB238923.1.1486;AB238926.1.1486;EU728708.1.1478;AB238924.1.1486;CP000140.142361.143857;CP000140.4787729.4789225;CZAR01000037.27480.28953;KR364782.1.1484;CDRH01001199.128.1633;M86695.1.1539;EU136681.1.1911;BABA01001649.892.2396;BAAZ01000703.1371.2875;AB238922.1.1488;CP000140.3411907.3413403;CP000140.3253636.3255132;LC033797.1.1486;KP944197.1.1431;JQ606916.1.1417;AB117561.1.1493;JQ607238.1.1426;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;JQ606931.1.1418;GEEG01002153.1.1395;AJPU01000034.127207.128725;FTLH01000001.1658518.1660028;AJPU01000037.18517.20035;AB238928.1.1492;AGZP01000036.3707.5225;AB238929.1.1492;EU136685.1.2023;EU728718.1.1446;ABYH01000014.137.1655;AB261128.1.1492;LT558809.1.2930;FNVS01000030.3615.5146;AGES01000009.1340374.1341888;AGES01000002.1517833.1519347;AB574482.1.1489;LT223609.1.1490;AGES01000014.73256.74770;AB470344.1.1487;AB470343.1.1485;AB739697.1.1442;FUFV01000048.87.1597;KX462878.1.1423;FQSE01000007.1631802.1633308;LT725663.1.1450	NA	NA	1009.3007332801535
OTU_97.41251	LQ500116.1.1474;BAAX01000042.422.1912;BABA01001765.248.1738;BAAX01000205.681.2171;BAAU01000686.2038.3530;LQ500117.1.1474;BAAY01001326.446.1936;BABG01000480.1321.2811;LQ500131.1.1474;BABG01001611.30.1520;BAAY01000303.996.2486;LQ500123.51.1533;BAAX01000131.813.2303;BABD01001073.183.1673;BABA01001556.422.1912;BAAY01002722.335.1825;BAAX01000694.431.1921;CYGL01005916.57.1552;X85022.1.1499;AJ413954.1.1462;BAAV01000571.2640.4130;BABG01000051.2348.3838;BAAY01001463.1184.2674;JN713314.1.1504;HQ457025.1.1483;EU728783.1.1433;AY169430.1.1474;CBXK010002535.1192.2697;EU728786.1.1477;DQ057482.1.1450;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475;DQ057481.1.1439	NA	NA	726.1087492959723
OTU_97.41276	AY442821.1.1512;DQ057482.1.1450;DQ057481.1.1439;LT700187.554140.555655;LT700187.3621.5136;LT161898.1.1499;LT700187.2558498.2560013;FLKP01000002.3519.5034;FLKP01000001.335008.336523;FLKP01000001.3519.5034	NA	NA	62.988219788885544
OTU_97.41377	AFBP01000029.162.1691;AB370250.1.1494;LARC01000079.436.1820;CP015403.1230360.1231913	NA	NA	48.38662200857925
OTU_97.41381	ACBX02000025.1.1217;AJWZ01002193.94.1618;ACBX02000017.22857.24376;AB244773.1.1493;AB244771.1.1493;AB244770.1.1491;AB244772.1.1493;ACBX02000014.1230.2749;CBXK010002068.363.1874;AB649279.1.1493;AB064923.1.1494;EU728712.1.1486;EU728757.1.1485;EU728740.1.1484;EU728752.1.1491;LT722678.1.1454;EU728732.1.1487	NA	NA	335.73306670758393
OTU_97.41383	BAAX01000042.422.1912;BABA01001765.248.1738;LQ500117.1.1474;LQ500116.1.1474;BAAU01000686.2038.3530;BAAY01001326.446.1936;BABG01001611.30.1520;BAAX01000205.681.2171;LQ500131.1.1474;BABG01000480.1321.2811;BAAX01000131.813.2303;BAAY01000303.996.2486;LQ500123.51.1533;BABA01001556.422.1912;AJ413954.1.1462;X85022.1.1499;BABD01001073.183.1673;BAAY01002722.335.1825;BAAX01000694.431.1921;CYGL01005916.57.1552;BAAV01000571.2640.4130;HQ457025.1.1483;BABG01000051.2348.3838;BAAY01001463.1184.2674;JN713314.1.1504;EU728783.1.1433;AY169430.1.1474;CBXK010002535.1192.2697;EU728786.1.1477;DQ057482.1.1450;LN846908.1.1491;FAUK01000014.218606.220097;DQ057467.1.1475;DQ057481.1.1439	NA	NA	742.4511699580635
OTU_97.41387	HZ485108.9.1517;LN907744.1.1483;AE015928.4983424.4984906;AE015928.2340709.2342191;CP012937.5517779.5519304;AE015928.3328965.3330446;AE015928.3034714.3036195;EU136679.1.1995;CVOZ01000063.228971.230480;CXSE01001446.1371.2879;M58763.1.1482;AB510710.1.1461;AB050109.1.1426;CZBI01000005.3650.5158;L16489.1.1475;KP944123.1.1436;AY319395.1.1449;AGDG01000041.493.2001;CZAE01000003.99809.101321;JQ607157.1.1414;KP944119.1.1432;JX006625.1.1415;JX006697.1.1410;JQ606901.1.1421;JX006297.1.1423;JQ606972.1.1418;JQ607082.1.1425;JQ607143.1.1401;JQ607032.1.1412;JQ606959.1.1417;JQ607043.1.1414;JQ608299.1.1419;JQ606910.1.1424;JQ606976.1.1418;JQ607060.1.1412;JQ606892.1.1428;JQ606983.1.1424;AB547640.1.1475;JQ608257.1.1414;JQ607127.1.1359;JQ607066.1.1428;JQ607067.1.1417;JQ606939.1.1420;LC033799.1.1504;GQ496624.1.1458	NA	NA	444.38469414545216
OTU_97.41389	FMUV01000065.209.1620;LARF01000079.1.1498;LARF01000076.2386.3883;EU728796.1.1488;EU266549.1.1452;AB239487.1.1487;DQ057453.1.1460;CWJP01000006.3412.4922;LT598546.1.1487	NA	NA	76.49270709657685
OTU_97.41408	AY126616.1.1493;EU136696.1.1944;AQHY01000028.339.1856;AB510703.1.1478	NA	NA	41.346438375650905
OTU_97.41409	CP008741.391903.393445;ABWZ01000093.3557.5076;CP007619.4541152.4542694;CP007619.2713921.2715463;CP009057.2296841.2298384;CP008741.698758.700300;CP008741.4470567.4472116;CP007619.4881337.4882879;CP007619.3821131.3822673;CP008741.2205585.2207127;CP007619.2423834.2425376;CP008741.2118731.2120273;CP007619.663681.665223;AB242142.1.1493;AB242143.1.1490;CP008741.2636685.2638227;CP007619.4433201.4434743;CP009057.4969468.4971009;ASSN01000031.1609.3124;CP000139.4430477.4431986;ADKO01000087.185.1693;LG103726.1.1507;LG085034.1.1507;LF135380.1.1507;HZ485127.1.1507;AB510712.1.1489;EU136687.1.1985;CP000139.647842.649351;CP000139.4743140.4744649;CP000139.2587720.2589229;CP000139.2095441.2096950;CP000139.346743.348252;AGXZ01000020.342567.344082;CP000139.2183533.2185042;AJ867050.1.1476;CS600343.12.1518;M58762.1.1533;AJ867043.1.1457;AJ867044.1.1475;AJ867042.1.1475;KP944149.1.1433;AB050111.1.1397;JQ606944.1.1418;JQ607114.1.1418;JQ607246.1.1418;JQ607451.1.1421;JQ607257.1.1414;JQ607271.1.1416;JQ607149.1.1411;JQ606920.1.1421;JQ607305.1.1446;JQ607625.1.1415;JQ607294.1.1425;JQ607243.1.1431;JQ607429.1.1424;JX006258.1.1422;JX048138.1.1422;JX006390.1.1422;JX048110.1.1435;JX006397.1.1422	NA	NA	1258.0703375234461
OTU_97.41417	AGXT01000021.476267.477784;HZ485115.10.1518;HZ485100.10.1518;GU968166.1.1492;AB510705.1.1459;AY652736.1.1451;CS600342.5.1468;L16484.1.1468;AGXU01000010.481004.482520;AB050108.1.1455;X83952.1.1395;KX025133.1.1417;KP944116.1.1434;KP944115.1.1429;EU136682.1.1435;JX006475.1.1409	NA	NA	116.22345306530951
OTU_97.41441	AB238923.1.1486;ACUB01000068.1.1400;LARL01000150.1.1396;JNHQ01000190.1.1357;AB238925.1.1486;JNHQ01000184.8.1440;AB238927.1.1486;AB238926.1.1486;EU728708.1.1478;AB238924.1.1486;BAAZ01000703.1371.2875;CZAR01000037.27480.28953;KR364782.1.1484;CDRH01001199.128.1633;BABA01001649.892.2396;CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;AB238922.1.1488;LC033797.1.1486;CP000140.3411907.3413403;CP000140.3253636.3255132;M86695.1.1539;CP000140.142361.143857;CP000140.4787729.4789225;AB117561.1.1493;JQ606916.1.1417;EU136681.1.1911;JQ607238.1.1426;JQ606931.1.1418;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;GEEG01002153.1.1395;KP944197.1.1431;AJPU01000034.127207.128725;AJPU01000037.18517.20035;AB238928.1.1492;EU728718.1.1446;AB238929.1.1492;EU136685.1.2023;FNVS01000030.3615.5146;AGES01000009.1340374.1341888;AGES01000002.1517833.1519347;AB574482.1.1489;FTLH01000001.1658518.1660028;AGZP01000036.3707.5225;AGES01000014.73256.74770;LT558809.1.2930;ABYH01000014.137.1655;AB261128.1.1492;LT223609.1.1490;AB470344.1.1487;AB470343.1.1485;AB739697.1.1442;FQSE01000007.1631802.1633308;FUFV01000048.87.1597;LT725663.1.1450	NA	NA	908.4023887695985
OTU_97.41447	AFBP01000029.162.1691;AB370250.1.1494;LARC01000079.436.1820;CP015403.1230360.1231913	NA	NA	40.52851411522988
OTU_97.41453	AJPU01000034.127207.128725;AJPU01000037.18517.20035;AB238928.1.1492;EU136685.1.2023;AB238929.1.1492;FTLH01000001.1658518.1660028;AGZP01000036.3707.5225;AGZQ01000033.8984.10498;AGZQ01000017.129.1643;ABYH01000014.137.1655;AB261128.1.1492;GEEG01002153.1.1395;CP000140.2138973.2140467;CP000140.2872534.2874028;CP000140.416000.417494;CP000140.142361.143857;CP000140.4787729.4789225;EU136681.1.1911;M86695.1.1539	NA	NA	246.43035569477252
OTU_97.41454	ACBX02000025.1.1217;EU728757.1.1485;AB649279.1.1493;ACBX02000017.22857.24376;AB244773.1.1493;AB244771.1.1493;AB064923.1.1494;AB244770.1.1491;CBXK010002068.363.1874;AJWZ01002193.94.1618;EU728712.1.1486;AB244772.1.1493;ACBX02000014.1230.2749;LT722678.1.1454;EU728752.1.1491;EU728740.1.1484;EU728732.1.1487	NA	NA	356.38185920892647
OTU_97.41463	BAAX01000042.422.1912;BABA01001765.248.1738;LQ500117.1.1474;LQ500116.1.1474;BAAU01000686.2038.3530;BAAY01001326.446.1936;BABG01001611.30.1520;BAAX01000205.681.2171;LQ500131.1.1474;BABG01000480.1321.2811;BAAX01000131.813.2303;BAAY01000303.996.2486;LQ500123.51.1533;BABA01001556.422.1912;X85022.1.1499;HQ457025.1.1483;BABD01001073.183.1673;BAAY01002722.335.1825;BAAX01000694.431.1921;CYGL01005916.57.1552;BAAV01000571.2640.4130;BABG01000051.2348.3838;BAAY01001463.1184.2674;JN713314.1.1504;EU728783.1.1433;AY169430.1.1474;DQ057482.1.1450;EU728786.1.1477;DQ057481.1.1439	NA	NA	650.0838908643527
OTU_97.41464	FMUV01000065.209.1620;EU728796.1.1488;LARF01000079.1.1498;LARF01000076.2386.3883;EU266549.1.1452;AB239487.1.1487;DQ057453.1.1460	NA	NA	66.35843770730571
OTU_97.41512	BABB01000067.5995.7501;BAAU01001024.317.1823;ABFZ02000022.100210.101724;HZ485141.10.1516;FNOD01000057.3565.5095;ABFZ02000010.54.1555;LC033792.1.1501;LN907743.1.1476;AB510708.1.1476;BABD01000526.1236.2742;ABFZ02000011.1.1404;X83953.1.1342;EU136684.1.1926;FQWK01000014.251.1781;LF650911.10.1516;LF135337.10.1516;LV534824.10.1516;HZ485083.10.1516;AB547638.1.1488;BAJK01000111.3667.5173;ARFR01000003.2.1263;AB490801.1.1479;BAKJ01000105.14.1519	NA	NA	247.45748952396752
OTU_97.41533	ABQC02000019.758957.760260;AB200218.1.1492;AB200217.1.1490;AB200221.1.1493;AB200219.1.1490;FQSC01000001.428978.430485;AY721625.1.1490;ABIY02000114.1.1263;ABIY02000050.88545.90060;ABIY02000115.212058.213573;ABIY02000097.119651.121166;AB200224.1.1490;AB861981.1.1489;AB861983.1.1489;EU136688.1.1503;FQRZ01000004.1502664.1504171;ACBW01000012.3536.5054;AB260026.1.1492;AB260025.1.1492;AB064919.1.1492;AB861982.1.1489;AB253726.1.1456;AB253727.1.1470;AB253730.1.1456;AB253729.1.1456;AB253728.1.1461;LN998056.1.1491;CP002530.2619825.2621344;CP002530.3080993.3082512;CP002530.3176529.3178048;CP002530.3614908.3616425	NA	NA	301.74291783234366
OTU_97.41558	AGXU01000010.481004.482520;AGXT01000021.476267.477784;HZ485115.10.1518;HZ485100.10.1518;GU968166.1.1492;AB510705.1.1459;AY652736.1.1451;CS600342.5.1468;L16484.1.1468	NA	NA	61.63590002490855
OTU_97.41574	BAAV01000571.2640.4130;BAAY01001326.446.1936;BAAY01002722.335.1825;BAAU01000686.2038.3530;LQ500117.1.1474;CYGL01005916.57.1552;BAAX01000042.422.1912;BABA01001765.248.1738;BAAX01000205.681.2171;LQ500116.1.1474;BABD01001073.183.1673;BABG01000480.1321.2811;BABG01001611.30.1520;BAAX01000694.431.1921;BAAY01000303.996.2486;BABG01000051.2348.3838;BAAY01001463.1184.2674;LQ500131.1.1474;X85022.1.1499;BAAX01000131.813.2303;BABA01001556.422.1912;LQ500123.51.1533;AJ413954.1.1462;HQ457025.1.1483;JN713314.1.1504;EU728783.1.1433;AY169430.1.1474;DQ057482.1.1450;EU728786.1.1477;DQ057481.1.1439	NA	NA	822.7837696662064
OTU_97.41577	CELP01000805.3695.5201;CZAF01000001.556013.557519;CZAC01000044.999.2505;CZAO01000004.122192.123698;CYYO01000004.82756.84262;CYZB01000007.3612.5118;EU136680.1.2019;CZAD01000019.36461.37967;BAAU01000536.1575.3081;CYZF01000001.433278.434784;AB510711.1.1477;AB050110.1.1425;ASSO01000012.330141.331655;JN873344.1.1474;KP944146.1.1427;JQ607012.1.1416;JQ607304.1.1423;JX006272.1.1419;JQ606993.1.1417;JQ607917.1.1422;JQ607438.1.1419;JX048092.1.1415;JQ607915.1.1414;JQ606994.1.1421	NA	NA	413.9350165982469
OTU_97.41598	LF623579.1.1491;HW798588.1.1491;AB702937.1.1496;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;AB238598.1.1453;ASTC01000037.211.1727	NA	NA	162.5905498248212
OTU_97.4160	FP929042.53.1573;FP929043.489815.491335;CYYW01000006.154776.156288;AJ270475.1.1506;CP001107.307101.308621;CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.1425077.1426597;CP001107.10914.12434;CP001107.763005.764525;AY169428.1.1492;AY804151.1.1496;L34627.1.1468	NA	NA	72.50486559436558
OTU_97.41607	FQXV01000034.14.1409;Z49863.1.1506;ASTC01000037.211.1727;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420	NA	NA	109.66641570128922
OTU_97.41620	FJ802333.1.1218;FJ269072.1.1480;ACVX01000081.60.1580;AB588017.1.1489;CP002416.497122.498637;CP002416.3544459.3545974;CP000568.3427593.3429113;CP016502.684386.685901;AB558166.1.1489;CP002416.684465.685980;CP000568.3599368.3600888;CP000568.3665491.3667011;CP000568.2816913.2818433	NA	NA	137.71183291861826
OTU_97.41629	BABD01001073.183.1673;BAAX01000694.431.1921;BAAY01001463.1184.2674;BABG01000051.2348.3838;BAAY01002722.335.1825;BAAX01000205.681.2171;CYGL01005916.57.1552;BAAU01000686.2038.3530;BAAV01000571.2640.4130;BAAX01000042.422.1912;BABA01001765.248.1738;BAAY01001326.446.1936;BABG01001611.30.1520;LQ500123.51.1533;X85022.1.1499;AJ413954.1.1462;LQ500116.1.1474;HQ457025.1.1483;BAAX01000131.813.2303;LQ500131.1.1474;LQ500117.1.1474;JN713314.1.1504;BABG01000480.1321.2811;BABA01001556.422.1912;BAAY01000303.996.2486;EU728783.1.1433;AY169430.1.1474;DQ057482.1.1450;EU728786.1.1477;DQ057481.1.1439	NA	NA	728.5756220633957
