#partition assignment criteria: Assign read to the parition(s) that exceeds the 0.5 proportion in the candidate (outlier) set (first_flag=False).
#read	db_seqs_in_winning_partitions	partition_num(winner)
OTU_97.5993	CP012937.5517779.5519304;L16489.1.1475;JQ607686.1.1411;AB547640.1.1475;AB510710.1.1461;JQ607066.1.1428;JQ608205.1.1410;AE015928.4983424.4984906;EU136679.1.1995;JQ607067.1.1417;JQ606910.1.1424;LN907744.1.1483;AE015928.2340709.2342191;AGDG01000041.493.2001;KP944119.1.1432;M58763.1.1482;JQ607043.1.1414;AE015928.3034714.3036195;JQ607032.1.1412;AY319395.1.1449;GQ496623.1.1463;KP944123.1.1436;EU887841.1.1494;JQ607093.1.1420;JQ607127.1.1359;JX006297.1.1423;GQ496624.1.1458;JX006625.1.1415;JQ607692.1.1411;JQ607099.1.1411;JQ606939.1.1420;JX048567.1.1424;JQ606892.1.1428;JQ608216.1.1420;JX006697.1.1410;JQ608257.1.1414;AB050109.1.1426;JQ607128.1.1418;JX048503.1.1409;LC033799.1.1504;JQ608100.1.1418;JQ608299.1.1419;CVOZ01000063.228971.230480;JQ606972.1.1418;JQ606983.1.1424;HZ485108.9.1517;CZAE01000003.99809.101321;JQ607143.1.1401;JQ607082.1.1425;JX048256.1.1388;JQ606959.1.1417;JQ607157.1.1414;CZBI01000005.3650.5158;AE015928.3328965.3330446;JQ607034.1.1424;JQ607060.1.1412;JQ606976.1.1418;CXSE01001446.1371.2879;JQ606901.1.1421	17
OTU_97.5995	AJWZ01002193.94.1618;EU728752.1.1491;ACBX02000025.1.1217;AB064923.1.1494;AB244772.1.1493;EU728740.1.1484;AB649279.1.1493;CBXK010002068.363.1874;LT722678.1.1454;AB244771.1.1493;AB244770.1.1491;ACBX02000017.22857.24376;AB244773.1.1493;ACBX02000014.1230.2749;EU728712.1.1486;EU728757.1.1485	27
OTU_97.5998	ADLQ01000114.174.1692;LG085311.10.1520;ADLR01000157.173.1691;BAID02000318.100.1610;AWSU01000084.23.1541;ACWK01000143.517.2035;FIZZ01000025.174.1684;CYZY01000014.78043.79553;M59112.1.1478;HZ485404.10.1520	77
OTU_97.5999	CP012937.5517779.5519304;L16489.1.1475;JQ607686.1.1411;AB547640.1.1475;AB510710.1.1461;JQ607066.1.1428;JQ608205.1.1410;AE015928.4983424.4984906;EU136679.1.1995;JQ607067.1.1417;JQ606910.1.1424;LN907744.1.1483;AE015928.2340709.2342191;AGDG01000041.493.2001;KP944119.1.1432;M58763.1.1482;JQ607043.1.1414;AE015928.3034714.3036195;JQ607032.1.1412;AY319395.1.1449;GQ496623.1.1463;KP944123.1.1436;EU887841.1.1494;JQ607093.1.1420;JQ607127.1.1359;JX006297.1.1423;GQ496624.1.1458;JX006625.1.1415;JQ607692.1.1411;JQ607099.1.1411;JQ606939.1.1420;JX048567.1.1424;JQ606892.1.1428;JQ608216.1.1420;JX006697.1.1410;JQ608257.1.1414;AB050109.1.1426;JQ607128.1.1418;JX048503.1.1409;LC033799.1.1504;JQ608100.1.1418;JQ608299.1.1419;CVOZ01000063.228971.230480;JQ606972.1.1418;JQ606983.1.1424;HZ485108.9.1517;CZAE01000003.99809.101321;JQ607143.1.1401;JQ607082.1.1425;JX048256.1.1388;JQ606959.1.1417;JQ607157.1.1414;CZBI01000005.3650.5158;AE015928.3328965.3330446;JQ607034.1.1424;JQ607060.1.1412;JQ606976.1.1418;CXSE01001446.1371.2879;JQ606901.1.1421	17
OTU_97.6013	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.602	HF545616.1595630.1597136;HF545616.164905.166411;HF545617.337862.339368;HF545616.962351.963857	115
OTU_97.6031	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6035	LV534824.10.1516;BABD01000526.1236.2742;AB253732.1.1458;BAJK01000111.3667.5173;ABFZ02000010.54.1555;BABB01000067.5995.7501;LC033792.1.1501;LN907743.1.1476;X83953.1.1342;ABFZ02000011.1.1404;AB253733.1.1458;AB547638.1.1488;LF650911.10.1516;FQWK01000014.251.1781;FNOD01000057.3565.5095;ARFR01000003.2.1263;HZ485141.10.1516;BAAU01001024.317.1823;ABFZ02000022.100210.101724;AB490801.1.1479;LF135337.10.1516;AB510708.1.1476;HZ485083.10.1516;EU136684.1.1926	18
OTU_97.6043	JQ607243.1.1431;CP000139.346743.348252;AJ867043.1.1457;AB510712.1.1489;EU136687.1.1985;ASSN01000031.1609.3124;JQ607305.1.1446;JX048287.1.1404;JQ607114.1.1418;JQ607257.1.1414;JX006390.1.1422;JX006397.1.1422;AJ867044.1.1475;JQ606944.1.1418;JQ607246.1.1418;M58762.1.1533;CP000139.647842.649351;LG103726.1.1507;JQ607451.1.1421;LG085034.1.1507;JX048110.1.1435;AGXZ01000020.342567.344082;CP000139.2183533.2185042;JX006258.1.1422;CP000139.2587720.2589229;JQ606920.1.1421;CP000139.2095441.2096950;JQ607294.1.1425;CS600343.12.1518;JX048138.1.1422;AJ867050.1.1476;JQ607429.1.1424;LF135380.1.1507;ADKO01000087.185.1693;HZ485127.1.1507;KP944149.1.1433;CP000139.4743140.4744649;AJ867042.1.1475;CP000139.4430477.4431986;JQ607149.1.1411;JQ607625.1.1415;AB050111.1.1397;JQ607271.1.1416	25
OTU_97.6053	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6137	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6163	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6234	HF545616.1595630.1597136;HF545616.164905.166411;HF545617.337862.339368;HF545616.962351.963857	115
OTU_97.6236	KF698192.1.1425;AY699283.1.1524;DQ497994.1.1431;L34420.1.1479;BAAZ01003957.403.1825;BABG01001469.752.2264;CP001104.413153.414672;KF698021.1.1424;CP001104.697435.698953;BABG01000033.258.1769;CP001104.872242.873760;BAAV01003125.60.1537;GU269544.1.1452;LF134149.1.1452;LF136181.1.1452;CP001104.15561.17079;CP001104.2029863.2031381	5
OTU_97.624	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.630	AB490804.1.1482;AB600999.1.1490;ADLD01000012.328.1844	43
OTU_97.6347	FAUJ01000006.3367.4875;LN881596.1.1490;FAUJ01000008.3367.4875;FAUJ01000007.3367.4875	112
OTU_97.6357	EU266549.1.1452;FMUV01000065.209.1620;LARF01000079.1.1498;LARF01000076.2386.3883	110
OTU_97.6380	LG084742.1.1489;CP003058.391435.392923;HZ484835.1.1489;LF135089.1.1489;CP003058.15620.17108;LG103435.1.1489;LV534576.1.1489;AF473835.1.1439;LF133057.1.1489;CP003058.120458.121946	86
OTU_97.6388	CCYG01000338.190.1701;MEHE01000012.135.1674;LN881600.1.1495;ACTP02000021.182566.184085;ACTP02000011.422074.423593;MEHB01000041.181.1720;AWST01000112.51.1570;ACTP02000009.47.1566;MCGH01000002.3508013.3509539	76
OTU_97.6433	JX006288.1.1424;HZ485132.1.1509;BABG01004725.10.1478;ADMP01000058.91.1599;JQ607757.1.1408;JQ607091.1.1413;AGXT01000041.79243.80759;JQ608316.1.1421;JQ607051.1.1422;JQ607540.1.1433;JQ607946.1.1422;AB510713.1.1465;LT622246.247875.249393;KR364742.1.1467;DQ057457.1.1451	19
OTU_97.6445	KF698192.1.1425;AY699283.1.1524;DQ497994.1.1431;L34420.1.1479;BAAZ01003957.403.1825;BABG01001469.752.2264;CP001104.413153.414672;KF698021.1.1424;CP001104.697435.698953;BABG01000033.258.1769;CP001104.872242.873760;BAAV01003125.60.1537;GU269544.1.1452;LF134149.1.1452;LF136181.1.1452;CP001104.15561.17079;CP001104.2029863.2031381	5
OTU_97.645	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6469	AB238598.1.1453;AP012044.1260691.1262224;LF134422.9.1518;AP012044.1864519.1866052;LG104800.9.1518;ASTC01000037.211.1727;LF652028.9.1518;AP012044.420887.422420;HZ486081.9.1518	37
OTU_97.6475	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6513	JQ607243.1.1431;CP000139.346743.348252;AJ867043.1.1457;AB510712.1.1489;EU136687.1.1985;ASSN01000031.1609.3124;JQ607305.1.1446;JX048287.1.1404;JQ607114.1.1418;JQ607257.1.1414;JX006390.1.1422;JX006397.1.1422;AJ867044.1.1475;JQ606944.1.1418;JQ607246.1.1418;M58762.1.1533;CP000139.647842.649351;LG103726.1.1507;JQ607451.1.1421;LG085034.1.1507;JX048110.1.1435;AGXZ01000020.342567.344082;CP000139.2183533.2185042;JX006258.1.1422;CP000139.2587720.2589229;JQ606920.1.1421;CP000139.2095441.2096950;JQ607294.1.1425;CS600343.12.1518;JX048138.1.1422;AJ867050.1.1476;JQ607429.1.1424;LF135380.1.1507;ADKO01000087.185.1693;HZ485127.1.1507;KP944149.1.1433;CP000139.4743140.4744649;AJ867042.1.1475;CP000139.4430477.4431986;JQ607149.1.1411;JQ607625.1.1415;AB050111.1.1397;JQ607271.1.1416	25
OTU_97.6561	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6571	AY169411.1.1488;EF036467.1.1438;EU728791.1.1489;LG085094.1.1491;AY960563.1.1461;HZ485188.1.1468;ACII02000003.356829.358346;FQLI01000007.588420.589929;ACII02000003.441978.443495;HZ485187.1.1491;AY960566.1.1458;FLKC01000026.175.1601;LT631515.1.1452;FAVI01000008.1299692.1301201;AB691576.1.1481;LG085098.1.1481;LT714168.1.1432;FLKC01000014.123770.125280;HZ486356.2.1508;AB439724.1.1468;ACII02000003.48546.50064;HZ485191.1.1481;LT631543.1.1453;LT799002.1.1453;FQLI01000007.11395.12904;AY169424.1.1486;FAVI01000009.296310.297819;CZBA01000012.112579.114088;ACII02000001.1367.2884;X85101.1.1457;FLKC01000022.431649.433070;ACII02000002.195966.197483;FJVH01000009.22.1531;LN907760.1.1486;EU728792.1.1580;ACII02000002.340713.342230;EU728770.1.1485;AY305321.1.1452;FAVI01000008.1703276.1704567;HZ486354.1.1490;BABE01000945.62.1571;BABE01000244.3185.4694;L76601.1.1398;DQ986224.1.1438;AY169419.1.1490;FJVH01000013.367445.368954;FQLI01000007.276997.278506;LC010692.1.1492;FJ687607.1.1443;FLKC01000027.74000.75510;AB588023.1.1491;LC037229.1.1439;LG085095.1.1468;FQLI01000008.332592.334101;EU728789.1.1445;LT161889.1.1493;AF357567.1.1385;FQLI01000005.603062.604571;FQLI01000004.765.2274;BABE01000454.586.2095;AY305322.1.1451;LG086263.2.1508	7
OTU_97.6580	KF698192.1.1425;AY699283.1.1524;DQ497994.1.1431;L34420.1.1479;BAAZ01003957.403.1825;BABG01001469.752.2264;CP001104.413153.414672;KF698021.1.1424;CP001104.697435.698953;BABG01000033.258.1769;CP001104.872242.873760;BAAV01003125.60.1537;GU269544.1.1452;LF134149.1.1452;LF136181.1.1452;CP001104.15561.17079;CP001104.2029863.2031381	5
OTU_97.6609	KF698192.1.1425;AY699283.1.1524;DQ497994.1.1431;L34420.1.1479;BAAZ01003957.403.1825;BABG01001469.752.2264;CP001104.413153.414672;KF698021.1.1424;CP001104.697435.698953;BABG01000033.258.1769;CP001104.872242.873760;BAAV01003125.60.1537;GU269544.1.1452;LF134149.1.1452;LF136181.1.1452;CP001104.15561.17079;CP001104.2029863.2031381	5
OTU_97.6625	JQ607915.1.1414;AB531489.1.1488;LUYU01000009.3392.4896;CZAF01000001.556013.557519;JX048342.1.1227;JQ607917.1.1422;CZAO01000004.122192.123698;LG103725.8.1386;AB363973.1.1415;JQ606974.1.1418;AB021157.1.1508;JQ607949.1.1412;FJ753769.1.1397;AB510711.1.1477;JQ606993.1.1417;JQ607438.1.1419;BAAU01000536.1575.3081;EU136680.1.2019;ASSO01000012.330141.331655;AB215082.1.1485;JNHN01000179.537048.538433;AB547646.1.1488;BAJS01000049.3577.5109;CZAC01000044.999.2505;HW066511.1.1490;BAKJ01000105.14.1519;CYYO01000004.82756.84262;JN873344.1.1474;CYZB01000007.3612.5118;JQ606994.1.1421;JQ607435.1.1425;LF135379.8.1386;LF650953.8.1386;JQ607986.1.1408;JX048103.1.1420;JQ607012.1.1416;JX006272.1.1419;CZAD01000019.36461.37967;JX048443.1.1415;KP944146.1.1427;AB547643.1.1486;JX048114.1.1422;BABD01000482.1904.3411;HZ486684.1.1341;JX048092.1.1415;CYZF01000001.433278.434784;CELP01000805.3695.5201;LV534866.8.1386;LF133347.8.1386;AB050110.1.1425;JQ607304.1.1423	16
OTU_97.6629	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6664	ARFY01000017.91797.93304;CZBZ01000002.727652.729157;ARFY01000032.606843.608350;AJ518872.1.1414;AY974071.1.1440;CCIZ01000013.190076.191585;AY643082.1.1451;KP297842.1.1452;AB554231.1.1489;LG084852.1.1439	57
OTU_97.6674	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92
OTU_97.6686	LF135638.7.1475;HZ485325.10.1478;AB601095.1.1495;AGYR01000091.6527.8046;JX006510.1.1418;LT799004.1.1494;JQ607674.1.1411;HZ485309.3.1512;AGYI01000024.30671.32190;KX024579.1.1415;LC036310.1.1493;JQ607170.1.1413;AGYR01000051.190.1709;CZAB01000004.3636.5162;LG085221.10.1521;LN907761.1.1420;AB601068.1.1493;AGYN01000030.223142.224661;AGYO01000053.22976.24495;JQ607889.1.1420;JQ607618.1.1421;AGYI01000033.489239.490760;AGYQ01000046.22106.23625;AGYO01000012.252945.254464;AGYM01000093.6884.8395;M59089.1.1476;AGYM01000039.482.2001;KP944172.1.1433;BAHU02000044.30.1543;CP015399.4757278.4758820;JQ607423.1.1432;ADLL01000101.290.1809;AGYS01000013.1264.2783;AJ582080.1.1468;AB601097.1.1495;AB610549.1.1493;AGYJ01000003.3560.5081;LG085216.3.1512;ADLK01000048.472.1991;CP015399.3415150.3416692;ABQR01000074.101.1610;JQ607133.1.1402;JQ607414.1.1420;CP015399.3646225.3647767;EU728756.1.1349;DQ279737.1.1420;ADLI01000057.190.1709;AGYL01000062.30.1549;AGYS01000047.96656.98175;FBWO01000165.23.1542;AGYH01000002.22164.23685;JQ607167.1.1429;EF564277.1.1454;AJ508452.1.1498;AB601065.1.1493;Y18184.1.1488;JQ607063.1.1409;JX006319.1.1411;AGYH01000014.28348.29869;BAIC02000310.62.1571;JQ607411.1.1430;JX006718.1.1406;AGYP01000019.668.2187;AGYM01000061.547.2066;AGYS01000010.342878.344397;EF564278.1.1452;ACCJ01000522.48.1565;JQ606856.1.1425;AGYM01000049.26155.27674;JQ607719.1.1421;AGYH01000014.179835.181354;JQ606956.1.1417;LT576406.1.1493;LF651212.7.1475;X76739.8.1448;JQ607655.1.1401;CP015399.1569951.1571493;Y10028.1.1487;BAAU01001541.140.1647;JX006262.1.1421;CP015399.4748579.4750121;JYHN01000039.122501.124020;AB601066.1.1493;JQ607363.1.1418;AGYN01000032.129627.131146;JQ607142.1.1419;HZ485314.10.1521;JQ606955.1.1418;AGYN01000029.1538.3057	1
OTU_97.6699	JQ607568.1.1411;AB117561.1.1493;AB238924.1.1486;CP000140.3253636.3255132;JNHQ01000190.1.1357;ACUB01000068.1.1400;AB238927.1.1486;AB238925.1.1486;CP000140.2872534.2874028;LC033797.1.1486;AB238926.1.1486;EU136681.1.1911;LARL01000150.1.1396;JQ606916.1.1417;JNHQ01000184.8.1440;CDRH01001199.128.1633;BABA01001649.892.2396;AB238923.1.1486;KP944197.1.1431;JQ607238.1.1426;JQ607108.1.1412;EU728708.1.1478;CP000140.3411907.3413403;JQ606931.1.1418;AB238922.1.1488;JQ607084.1.1412;M86695.1.1539;CP000140.2138973.2140467;KR364782.1.1484;CZAR01000037.27480.28953;CP000140.142361.143857;BAAZ01000703.1371.2875;CP000140.416000.417494;CP000140.4787729.4789225	28
OTU_97.67	CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.763005.764525;CYYW01000006.154776.156288;FP929042.53.1573;CP001107.10914.12434;L34627.1.1468;AY169428.1.1492;CP001107.1425077.1426597;MJID01000001.1580.3121;AY804151.1.1496;AY442826.1.1528;AJ270475.1.1506;AY442817.1.1520;MJID01000039.570.2111;JX629259.1.1464;CP001107.307101.308621;FP929043.489815.491335	9
OTU_97.6703	CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.763005.764525;CYYW01000006.154776.156288;FP929042.53.1573;CP001107.10914.12434;L34627.1.1468;AY169428.1.1492;CP001107.1425077.1426597;MJID01000001.1580.3121;AY804151.1.1496;AY442826.1.1528;AJ270475.1.1506;AY442817.1.1520;MJID01000039.570.2111;JX629259.1.1464;CP001107.307101.308621;FP929043.489815.491335	9
OTU_97.6707	CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.763005.764525;CYYW01000006.154776.156288;FP929042.53.1573;CP001107.10914.12434;L34627.1.1468;AY169428.1.1492;CP001107.1425077.1426597;MJID01000001.1580.3121;AY804151.1.1496;AY442826.1.1528;AJ270475.1.1506;AY442817.1.1520;MJID01000039.570.2111;JX629259.1.1464;CP001107.307101.308621;FP929043.489815.491335	9
OTU_97.6725	CP003040.625894.627428;LN907765.1.1501;FNWC01000005.152430.153940;AJ270480.1.1508;MJHW01000006.25639.27181;FP929050.3523936.3525456;EU728761.1.1478;AJ270478.1.1488;AB661434.1.1493;HZ486327.1.1480;AJ270474.1.1508;FM954976.1.1379;EU728765.1.1490;FR733672.1.1521;MJHW01000010.137401.138943;CYYR01000011.927.2431;LG086232.1.1497;EU728794.1.1457;JX629262.1.1454;AJWY01001902.613.2139;AJ312385.1.1482;CP003040.25465.26999;CP003040.1035384.1036918;DQ382351.1.1485;HZ486325.1.1497;AY804150.1.1497;MJHW01000015.411.1953;AB661435.1.1494;CYXV01000011.416.1929;AY804149.1.1497;MJHW01000011.2914.4456;CP003040.3095887.3097421;FNWC01000007.2759670.2761180;AB661436.1.1494;BABG01001111.245.1757;AY305310.1.1456;GU233441.1.1371;L34421.1.1481;AJ312386.1.1485;AJ270473.1.1454;HM007565.1.1329;MJHW01000008.255583.257125;LT598553.1.1494;AJ270479.1.1487;MJHW01000007.2914.4456;CVRR01000056.45.1566;AJ270482.1.1485;CYZJ01000002.353627.355138	2
OTU_97.674	AY305318.1.1452;L34621.1.1479;CQ889264.1.1458;LARJ01000053.431.1762;CYYC01000009.526.2035;KF697956.1.1425	102
OTU_97.6746	JQ607243.1.1431;CP000139.346743.348252;AJ867043.1.1457;AB510712.1.1489;EU136687.1.1985;ASSN01000031.1609.3124;JQ607305.1.1446;JX048287.1.1404;JQ607114.1.1418;JQ607257.1.1414;JX006390.1.1422;JX006397.1.1422;AJ867044.1.1475;JQ606944.1.1418;JQ607246.1.1418;M58762.1.1533;CP000139.647842.649351;LG103726.1.1507;JQ607451.1.1421;LG085034.1.1507;JX048110.1.1435;AGXZ01000020.342567.344082;CP000139.2183533.2185042;JX006258.1.1422;CP000139.2587720.2589229;JQ606920.1.1421;CP000139.2095441.2096950;JQ607294.1.1425;CS600343.12.1518;JX048138.1.1422;AJ867050.1.1476;JQ607429.1.1424;LF135380.1.1507;ADKO01000087.185.1693;HZ485127.1.1507;KP944149.1.1433;CP000139.4743140.4744649;AJ867042.1.1475;CP000139.4430477.4431986;JQ607149.1.1411;JQ607625.1.1415;AB050111.1.1397;JQ607271.1.1416	25
OTU_97.6755	JQ607243.1.1431;CP000139.346743.348252;AJ867043.1.1457;AB510712.1.1489;EU136687.1.1985;ASSN01000031.1609.3124;JQ607305.1.1446;JX048287.1.1404;JQ607114.1.1418;JQ607257.1.1414;JX006390.1.1422;JX006397.1.1422;AJ867044.1.1475;JQ606944.1.1418;JQ607246.1.1418;M58762.1.1533;CP000139.647842.649351;LG103726.1.1507;JQ607451.1.1421;LG085034.1.1507;JX048110.1.1435;AGXZ01000020.342567.344082;CP000139.2183533.2185042;JX006258.1.1422;CP000139.2587720.2589229;JQ606920.1.1421;CP000139.2095441.2096950;JQ607294.1.1425;CS600343.12.1518;JX048138.1.1422;AJ867050.1.1476;JQ607429.1.1424;LF135380.1.1507;ADKO01000087.185.1693;HZ485127.1.1507;KP944149.1.1433;CP000139.4743140.4744649;AJ867042.1.1475;CP000139.4430477.4431986;JQ607149.1.1411;JQ607625.1.1415;AB050111.1.1397;JQ607271.1.1416	25
OTU_97.6757	CP003040.625894.627428;LN907765.1.1501;FNWC01000005.152430.153940;AJ270480.1.1508;MJHW01000006.25639.27181;FP929050.3523936.3525456;EU728761.1.1478;AJ270478.1.1488;AB661434.1.1493;HZ486327.1.1480;AJ270474.1.1508;FM954976.1.1379;EU728765.1.1490;FR733672.1.1521;MJHW01000010.137401.138943;CYYR01000011.927.2431;LG086232.1.1497;EU728794.1.1457;JX629262.1.1454;AJWY01001902.613.2139;AJ312385.1.1482;CP003040.25465.26999;CP003040.1035384.1036918;DQ382351.1.1485;HZ486325.1.1497;AY804150.1.1497;MJHW01000015.411.1953;AB661435.1.1494;CYXV01000011.416.1929;AY804149.1.1497;MJHW01000011.2914.4456;CP003040.3095887.3097421;FNWC01000007.2759670.2761180;AB661436.1.1494;BABG01001111.245.1757;AY305310.1.1456;GU233441.1.1371;L34421.1.1481;AJ312386.1.1485;AJ270473.1.1454;HM007565.1.1329;MJHW01000008.255583.257125;LT598553.1.1494;AJ270479.1.1487;MJHW01000007.2914.4456;CVRR01000056.45.1566;AJ270482.1.1485;CYZJ01000002.353627.355138	2
