#partition assignment criteria: Assign read to the parition(s) that exceeds the 0.5 proportion in the candidate (outlier) set (first_flag=False).
#read	db_seqs_in_winning_partitions	partition_num(winner)	partition_counts	candidate_db_seqs(outliers)	size_of_candidate_db_seqs_set
OTU_97.913	LC053840.1.1493;FTLN01000070.42442.43953;AF479585.1.1493;DQ223883.1.1419;LF133678.9.1512;ATXD01000010.435010.436521;X73449.1.1522;LF135710.9.1512;ATXD01000006.1537923.1539434;Y11568.1.1495;AB971794.1.1494;AB673452.1.1494;ATXD01000006.1289811.1291322;KX553977.1.1487;ATXD01000006.73781.75292;LV535197.9.1512;LF651284.9.1512;FBWN01000103.90.1609;HZ485395.9.1512;DQ479419.1.1496;ATXD01000010.694849.696360;LG085302.9.1512;LG104056.9.1512;FOIP01000001.1198700.1200235;ATXD01000011.127650.129161;DQ479411.1.1496;LF135638.7.1475;HZ485325.10.1478;AB601095.1.1495;AGYR01000091.6527.8046;JX006510.1.1418;LT799004.1.1494;JQ607674.1.1411;HZ485309.3.1512;AGYI01000024.30671.32190;KX024579.1.1415;LC036310.1.1493;JQ607170.1.1413;AGYR01000051.190.1709;CZAB01000004.3636.5162;LG085221.10.1521;LN907761.1.1420;AB601068.1.1493;AGYN01000030.223142.224661;AGYO01000053.22976.24495;JQ607889.1.1420;JQ607618.1.1421;AGYI01000033.489239.490760;AGYQ01000046.22106.23625;AGYO01000012.252945.254464;AGYM01000093.6884.8395;M59089.1.1476;AGYM01000039.482.2001;KP944172.1.1433;BAHU02000044.30.1543;CP015399.4757278.4758820;JQ607423.1.1432;ADLL01000101.290.1809;AGYS01000013.1264.2783;AJ582080.1.1468;AB601097.1.1495;AB610549.1.1493;AGYJ01000003.3560.5081;LG085216.3.1512;ADLK01000048.472.1991;CP015399.3415150.3416692;ABQR01000074.101.1610;JQ607133.1.1402;JQ607414.1.1420;CP015399.3646225.3647767;EU728756.1.1349;DQ279737.1.1420;ADLI01000057.190.1709;AGYL01000062.30.1549;AGYS01000047.96656.98175;FBWO01000165.23.1542;AGYH01000002.22164.23685;JQ607167.1.1429;EF564277.1.1454;AJ508452.1.1498;AB601065.1.1493;Y18184.1.1488;JQ607063.1.1409;JX006319.1.1411;AGYH01000014.28348.29869;BAIC02000310.62.1571;JQ607411.1.1430;JX006718.1.1406;AGYP01000019.668.2187;AGYM01000061.547.2066;AGYS01000010.342878.344397;EF564278.1.1452;ACCJ01000522.48.1565;JQ606856.1.1425;AGYM01000049.26155.27674;JQ607719.1.1421;AGYH01000014.179835.181354;JQ606956.1.1417;LT576406.1.1493;LF651212.7.1475;X76739.8.1448;JQ607655.1.1401;CP015399.1569951.1571493;Y10028.1.1487;BAAU01001541.140.1647;JX006262.1.1421;CP015399.4748579.4750121;JYHN01000039.122501.124020;AB601066.1.1493;JQ607363.1.1418;AGYN01000032.129627.131146;JQ607142.1.1419;HZ485314.10.1521;JQ606955.1.1418;AGYN01000029.1538.3057	3;1	3:9;1:9	DQ479419.1.1496;LG085221.10.1521;HZ485314.10.1521;FOIP01000001.1198700.1200235;DQ479411.1.1496;KX553977.1.1487;ADLI01000057.190.1709;AGYI01000024.30671.32190;ATXD01000010.435010.436521;AGYJ01000003.3560.5081;BAHU02000044.30.1543;ATXD01000006.73781.75292;AGYH01000002.22164.23685;AGYI01000033.489239.490760;FTLN01000070.42442.43953;FBWN01000103.90.1609;AJ508452.1.1498;AB673452.1.1494	18
OTU_97.9140	AY169422.1.1490;CZBB01000008.97394.98904;CZAL01000009.543.2053;AB698910.1.1423;CYYV01000001.321800.323312;LBCG01000143.29282.30792;AB698912.1.1514;AB698915.1.1508	8	8:8	CYYV01000001.321800.323312;AY169422.1.1490;CZAL01000009.543.2053;CZBB01000008.97394.98904;AB698912.1.1514;AB698910.1.1423;LBCG01000143.29282.30792;AB698915.1.1508	8
OTU_97.9166	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92	92:26;94:3;93:1;120:1;118:1;119:1;149:1	BAAY01001326.446.1936;BABG01001611.30.1520;BAAX01000205.681.2171;BAAU01000686.2038.3530;BAAX01000042.422.1912;LQ500117.1.1474;LQ500123.51.1533;AJ413954.1.1462;BAAV01000571.2640.4130;BABA01001765.248.1738;X85022.1.1499;BABD01001073.183.1673;BAAX01000131.813.2303;BAAY01002722.335.1825;BAAX01000694.431.1921;LQ500116.1.1474;CYGL01005916.57.1552;BABA01001556.422.1912;LQ500131.1.1474;BABG01000480.1321.2811;BAAY01000303.996.2486;HQ457025.1.1483;BABG01000051.2348.3838;BAAY01001463.1184.2674;EU728783.1.1433;JN713314.1.1504;AY169430.1.1474;CBXK010002535.1192.2697;DQ057482.1.1450;EU728786.1.1477;DQ057481.1.1439;FAUK01000014.218606.220097;LN846908.1.1491;DQ057467.1.1475	34
OTU_97.9167	CP003040.625894.627428;LN907765.1.1501;FNWC01000005.152430.153940;AJ270480.1.1508;MJHW01000006.25639.27181;FP929050.3523936.3525456;EU728761.1.1478;AJ270478.1.1488;AB661434.1.1493;HZ486327.1.1480;AJ270474.1.1508;FM954976.1.1379;EU728765.1.1490;FR733672.1.1521;MJHW01000010.137401.138943;CYYR01000011.927.2431;LG086232.1.1497;EU728794.1.1457;JX629262.1.1454;AJWY01001902.613.2139;AJ312385.1.1482;CP003040.25465.26999;CP003040.1035384.1036918;DQ382351.1.1485;HZ486325.1.1497;AY804150.1.1497;MJHW01000015.411.1953;AB661435.1.1494;CYXV01000011.416.1929;AY804149.1.1497;MJHW01000011.2914.4456;CP003040.3095887.3097421;FNWC01000007.2759670.2761180;AB661436.1.1494;BABG01001111.245.1757;AY305310.1.1456;GU233441.1.1371;L34421.1.1481;AJ312386.1.1485;AJ270473.1.1454;HM007565.1.1329;MJHW01000008.255583.257125;LT598553.1.1494;AJ270479.1.1487;MJHW01000007.2914.4456;CVRR01000056.45.1566;AJ270482.1.1485;CYZJ01000002.353627.355138	2	2:5	AJ270473.1.1454;AB661436.1.1494;CYYR01000011.927.2431;AJ270474.1.1508;BABG01001111.245.1757	5
OTU_97.924	NA	NA	55:9;57:10;56:6;58:6;95:4;147:1;113:3;43:3;148:1	EU728719.1.1444;CP003274.119147.120561;LARG01000025.1.1402;AY643083.1.1446;AB554230.1.1487;CP003274.2181216.2182629;AY643084.1.1446;AJ518874.1.1465;CZBZ01000002.727652.729157;AJWZ01008598.7.1523;AJ518872.1.1414;FP929032.881290.882801;HZ484947.1.1504;AB554233.1.1486;FCNT01000097.14.1527;AY974072.1.1433;ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;AY538696.1.1466;AY547271.1.1466;CCIZ01000013.190076.191585;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;L16497.1.1468;CAHA01000059.20.1541;LG084852.1.1439;AY974071.1.1440;KP297842.1.1452;AY643082.1.1451;CAEG01000022.14.1521;FKYL01000005.1805440.1806947;LT223566.1.1491;CZBH01000001.999036.1000544;JRGF01000044.3.1537;FNWB01000008.1278584.1280092;LT598563.1.1492;AJ518876.1.1339;ADLD01000012.328.1844;AB600999.1.1490;LARG01000024.765.2171;AB490804.1.1482	43
OTU_97.9261	NA	NA	30:5;31:3;276:1;32:6;275:1;274:1;519:1;520:1;521:1;522:1;523:1;524:1;525:1;273:1;526:1;527:1	ABQC02000019.758957.760260;AB200218.1.1492;AB200217.1.1490;AB200221.1.1493;AB200219.1.1490;AY721625.1.1490;FQSC01000001.428978.430485;ABIY02000114.1.1263;ABIY02000050.88545.90060;ABIY02000115.212058.213573;ABIY02000097.119651.121166;AB200224.1.1490;AB861981.1.1489;AB861983.1.1489;EU136688.1.1503;FQRZ01000004.1502664.1504171;AB861982.1.1489;ACBW01000012.3536.5054;AB260026.1.1492;AB260025.1.1492;AB064919.1.1492;AB253726.1.1456;AB253727.1.1470;AB253730.1.1456;LN998056.1.1491;AB253729.1.1456;AB253728.1.1461	27
OTU_97.9268	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92	92:26	HQ457025.1.1483;BAAX01000131.813.2303;LQ500123.51.1533;AJ413954.1.1462;X85022.1.1499;BAAU01000686.2038.3530;LQ500131.1.1474;BAAX01000205.681.2171;BAAY01001326.446.1936;BAAX01000042.422.1912;BAAY01002722.335.1825;BABA01001765.248.1738;BABD01001073.183.1673;BAAV01000571.2640.4130;BABG01001611.30.1520;BAAX01000694.431.1921;LQ500116.1.1474;BABA01001556.422.1912;LQ500117.1.1474;BABG01000480.1321.2811;CYGL01005916.57.1552;BABG01000051.2348.3838;BAAY01001463.1184.2674;BAAY01000303.996.2486;EU728783.1.1433;JN713314.1.1504	26
OTU_97.9278	JQ607915.1.1414;AB531489.1.1488;LUYU01000009.3392.4896;CZAF01000001.556013.557519;JX048342.1.1227;JQ607917.1.1422;CZAO01000004.122192.123698;LG103725.8.1386;AB363973.1.1415;JQ606974.1.1418;AB021157.1.1508;JQ607949.1.1412;FJ753769.1.1397;AB510711.1.1477;JQ606993.1.1417;JQ607438.1.1419;BAAU01000536.1575.3081;EU136680.1.2019;ASSO01000012.330141.331655;AB215082.1.1485;JNHN01000179.537048.538433;AB547646.1.1488;BAJS01000049.3577.5109;CZAC01000044.999.2505;HW066511.1.1490;BAKJ01000105.14.1519;CYYO01000004.82756.84262;JN873344.1.1474;CYZB01000007.3612.5118;JQ606994.1.1421;JQ607435.1.1425;LF135379.8.1386;LF650953.8.1386;JQ607986.1.1408;JX048103.1.1420;JQ607012.1.1416;JX006272.1.1419;CZAD01000019.36461.37967;JX048443.1.1415;KP944146.1.1427;AB547643.1.1486;JX048114.1.1422;BABD01000482.1904.3411;HZ486684.1.1341;JX048092.1.1415;CYZF01000001.433278.434784;CELP01000805.3695.5201;LV534866.8.1386;LF133347.8.1386;AB050110.1.1425;JQ607304.1.1423	16	16:20	CELP01000805.3695.5201;CZAF01000001.556013.557519;CZAC01000044.999.2505;CZAO01000004.122192.123698;CYYO01000004.82756.84262;CYZB01000007.3612.5118;CYZF01000001.433278.434784;CZAD01000019.36461.37967;EU136680.1.2019;BAAU01000536.1575.3081;ASSO01000012.330141.331655;AB050110.1.1425;AB510711.1.1477;JN873344.1.1474;KP944146.1.1427;JQ607012.1.1416;JQ606993.1.1417;JQ607304.1.1423;JX006272.1.1419;JQ607917.1.1422	20
OTU_97.9285	NA	NA	282:1;151:1;785:1;707:1;288:1;705:1;130:1;155:1;157:1;279:1;160:1;144:1;284:1;152:1	EU158190.1.1510;LT598546.1.1487;EU170433.1.1513;KT889288.1.1442;MSHI01000090.182843.184350;AB537982.1.1438;JMMA01000002.1983613.1985105;FJ625862.7160.8682;BAGW01000037.287.1796;LT631513.1.1449;AB702937.1.1496;JHXH01000008.774.2270;ACEC01000059.3517.5032;FJ625861.27324.28847	14
OTU_97.9313	ABJL02000007.1225076.1226586;ABJL02000006.58.1568;LTDF01000031.344.1854;ABJL02000008.3336138.3337648;CP012801.2258604.2260119;AB214329.1.1484;BABG01002699.21.1524;AJ583246.1.1439;LT223636.1.1486;AJ583248.1.1428;ABJL02000008.1460783.1462293;EU136691.1.1995;CP012801.1646789.1648308;AB510698.1.1473;AB214328.1.1484;ACCH01000108.3638.5148;AJ583247.1.1437	34	34:17;35:16	ABJL02000008.3336138.3337648;ABJL02000006.58.1568;ABJL02000008.1460783.1462293;ABJL02000007.1225076.1226586;AB214329.1.1484;AB214328.1.1484;EU136691.1.1995;BABG01002699.21.1524;LTDF01000031.344.1854;CP012801.2258604.2260119;CP012801.1646789.1648308;ACCH01000108.3638.5148;LT223636.1.1486;AB510698.1.1473;BAKL01000173.25.1526;FQZN01000072.3615.5141;AB574481.1.1484;AB574479.1.1484;AJ583247.1.1437;AJ583245.1.1410;AJ583248.1.1428;ADLF01000024.399775.401286;LF650927.1.1485;AB547644.1.1485;AJ583246.1.1439;JX006301.1.1414;JX006268.1.1412;JX006298.1.1409;JX006294.1.1418;JX006266.1.1407;AB490803.1.1476;AJ583243.1.1426;JX006353.1.1419	33
OTU_97.9316	JX006288.1.1424;HZ485132.1.1509;BABG01004725.10.1478;ADMP01000058.91.1599;JQ607757.1.1408;JQ607091.1.1413;AGXT01000041.79243.80759;JQ608316.1.1421;JQ607051.1.1422;JQ607540.1.1433;JQ607946.1.1422;AB510713.1.1465;LT622246.247875.249393;KR364742.1.1467;DQ057457.1.1451	19	19:11	ADMP01000058.91.1599;HZ485132.1.1509;BABG01004725.10.1478;KR364742.1.1467;AB510713.1.1465;AGXT01000041.79243.80759;LT622246.247875.249393;DQ057457.1.1451;JQ607091.1.1413;JQ607051.1.1422;JX006288.1.1424	11
OTU_97.933	BABD01001073.183.1673;LQ500123.51.1533;EU728783.1.1433;BAAY01001326.446.1936;BAAX01000131.813.2303;JN713314.1.1504;X85022.1.1499;AJ413954.1.1462;BAAY01002722.335.1825;BABG01000480.1321.2811;BABG01000051.2348.3838;BAAY01000303.996.2486;BAAX01000205.681.2171;HQ457025.1.1483;LQ500116.1.1474;BAAY01001463.1184.2674;LQ500131.1.1474;BAAV01000571.2640.4130;CYGL01005916.57.1552;BABG01001611.30.1520;BABA01001765.248.1738;BAAU01000686.2038.3530;LQ500117.1.1474;BAAX01000694.431.1921;BAAX01000042.422.1912;BABA01001556.422.1912	92	92:26;94:3;120:1	BAAX01000042.422.1912;BABA01001765.248.1738;BAAX01000205.681.2171;LQ500116.1.1474;BAAU01000686.2038.3530;LQ500131.1.1474;LQ500117.1.1474;BAAY01001326.446.1936;BABG01001611.30.1520;LQ500123.51.1533;BABG01000480.1321.2811;BAAY01000303.996.2486;AJ413954.1.1462;X85022.1.1499;BABD01001073.183.1673;BAAX01000131.813.2303;BAAY01002722.335.1825;BAAX01000694.431.1921;BABA01001556.422.1912;HQ457025.1.1483;BABG01000051.2348.3838;CYGL01005916.57.1552;BAAV01000571.2640.4130;BAAY01001463.1184.2674;JN713314.1.1504;EU728783.1.1433;AY169430.1.1474;DQ057482.1.1450;EU728786.1.1477;DQ057481.1.1439	30
OTU_97.9332	NA	NA	714:1;271:1;921:1;1304:1;923:1;268:1;710:1;712:1;924:1;922:1;569:1;743:1;744:1;745:1;746:1;747:1;713:1;925:1;1305:1;1306:1;725:1;902:1;904:1;726:1;727:1;720:1;896:1	EF427365.1.1524;JN662465.1.1492;AB849373.1.1293;AY442819.1.1504;X89978.1.1482;AY029616.1.1508;JN713566.1.1489;AB849388.1.1472;KF156791.1.1489;AY699285.1.1523;LV535618.1.1487;LG104477.1.1487;LF136131.1.1487;LF651705.1.1487;LF134099.1.1487;HM099641.1.1487;AB298755.1.1478;X89979.1.1482;X89980.1.1482;EU346757.1.1482;KF697841.1.1430;DQ393022.1.1484;DQ393023.1.1484;JNLH01000001.2515074.2516584;JNLH01000001.1292268.1293778;EU714406.1.1496;U41168.1.1533	27
OTU_97.9333	NA	NA	37:9;166:1;160:1;165:1;162:1;161:1;163:1;164:1;152:1;167:1;111:2;155:1;157:1;168:1;153:1;154:1	LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;LT598592.1.1493;AB238598.1.1453;ASTC01000037.211.1727;AB702937.1.1496;HW313920.1.1483;HW798623.1.1493;LF623590.4.1475;HW798599.4.1475;HW313926.4.1475;FJ625861.27324.28847;HW798611.1.1495;LT558848.1.1494;FJ625862.7160.8682;BAGW01000037.287.1796;HW798619.1.1493;EU728724.1.1426;LF623612.1.1491;HW313948.1.1491	25
OTU_97.9360	CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.763005.764525;CYYW01000006.154776.156288;FP929042.53.1573;CP001107.10914.12434;L34627.1.1468;AY169428.1.1492;CP001107.1425077.1426597;MJID01000001.1580.3121;AY804151.1.1496;AY442826.1.1528;AJ270475.1.1506;AY442817.1.1520;MJID01000039.570.2111;JX629259.1.1464;CP001107.307101.308621;FP929043.489815.491335	9	9:14	FP929042.53.1573;FP929043.489815.491335;CYYW01000006.154776.156288;AJ270475.1.1506;CP001107.307101.308621;CP001107.2162771.2164291;BABD01000630.3115.4627;CP001107.1425077.1426597;CP001107.10914.12434;CP001107.763005.764525;AY169428.1.1492;AY804151.1.1496;L34627.1.1468;AY442817.1.1520	14
OTU_97.9368	JX006288.1.1424;HZ485132.1.1509;BABG01004725.10.1478;ADMP01000058.91.1599;JQ607757.1.1408;JQ607091.1.1413;AGXT01000041.79243.80759;JQ608316.1.1421;JQ607051.1.1422;JQ607540.1.1433;JQ607946.1.1422;AB510713.1.1465;LT622246.247875.249393;KR364742.1.1467;DQ057457.1.1451	19	19:11	ADMP01000058.91.1599;HZ485132.1.1509;KR364742.1.1467;AB510713.1.1465;BABG01004725.10.1478;DQ057457.1.1451;AGXT01000041.79243.80759;LT622246.247875.249393;JQ607091.1.1413;JQ608316.1.1421;JQ607051.1.1422	11
OTU_97.9379	ABJL02000007.1225076.1226586;ABJL02000006.58.1568;LTDF01000031.344.1854;ABJL02000008.3336138.3337648;CP012801.2258604.2260119;AB214329.1.1484;BABG01002699.21.1524;AJ583246.1.1439;LT223636.1.1486;AJ583248.1.1428;ABJL02000008.1460783.1462293;EU136691.1.1995;CP012801.1646789.1648308;AB510698.1.1473;AB214328.1.1484;ACCH01000108.3638.5148;AJ583247.1.1437	34	34:17;35:8	CP012801.2258604.2260119;CP012801.1646789.1648308;ACCH01000108.3638.5148;LTDF01000031.344.1854;AB510698.1.1473;LT223636.1.1486;ABJL02000008.3336138.3337648;ABJL02000006.58.1568;ABJL02000008.1460783.1462293;ABJL02000007.1225076.1226586;AB214329.1.1484;AB214328.1.1484;EU136691.1.1995;BABG01002699.21.1524;AJ583247.1.1437;AJ583246.1.1439;AJ583248.1.1428;BAKL01000173.25.1526;FQZN01000072.3615.5141;AB574481.1.1484;AB574479.1.1484;ADLF01000024.399775.401286;LF650927.1.1485;AB547644.1.1485;AB490803.1.1476	25
OTU_97.9380	NA	NA	56:6;55:9;57:10;58:6;95:3;43:3;147:1;113:3;148:1	FP929032.881290.882801;HZ484947.1.1504;AB554233.1.1486;AY974072.1.1433;AJWZ01008598.7.1523;LARG01000025.1.1402;EU728719.1.1444;CP003274.119147.120561;AB554230.1.1487;CZBZ01000002.727652.729157;FCNT01000097.14.1527;AY643083.1.1446;AY538696.1.1466;AY547271.1.1466;CP003274.2181216.2182629;AJ518872.1.1414;CAEG01000022.14.1521;AJ518874.1.1465;ABFK02000017.223676.225190;ABFK02000016.619821.621335;AB554232.1.1488;AY643084.1.1446;FKYL01000005.1805440.1806947;LT223566.1.1491;CAHA01000059.20.1541;L16497.1.1468;CCIZ01000013.190076.191585;ARFY01000032.606843.608350;ARFY01000017.91797.93304;AB554231.1.1489;LG084852.1.1439;AY974071.1.1440;KP297842.1.1452;AY643082.1.1451;ADLD01000012.328.1844;CZBH01000001.999036.1000544;AB600999.1.1490;FNWB01000008.1278584.1280092;JRGF01000044.3.1537;LT598563.1.1492;LARG01000024.765.2171;AB490804.1.1482	42
OTU_97.939	NA	NA	80:13;79:4;501:1;62:7;500:1;504:1;639:1;502:1;508:1;503:1;507:1;635:1;637:1;638:1;636:1	BABA01006862.484.1995;LN998060.1.1495;ADDX02000003.990319.991837;AB702939.1.1497;GU968170.1.1471;AYJP01000025.476.1994;AYJP01000030.3867.5385;AYJP01000005.456678.458196;AB702938.1.1497;AWSS01000025.3977.5496;CXRW01001441.343.1854;CYZM01000020.534.2044;LN870298.1.1495;CWHM01000069.3748.5259;CP015406.1079531.1081069;LT598567.1.1494;AB702936.1.1497;MJII01000001.3039866.3041405;AGCK01000014.389.1908;JN688038.1.1450;Y18187.1.1550;CWJP01000006.3412.4922;KM462017.1.1519;JN713382.1.1517;KM462055.1.1519;JN713225.1.1519;AY730662.1.1484;HQ452853.1.1464;GM884217.1.1507;EU541437.1.1486;GM884489.1.1507;KC311367.1.1475;JN688035.1.1455;LF651527.1.1465;AY730663.1.1465;AY724678.1.1465	36
OTU_97.9417	NA	NA	37:8;160:1;153:1;154:1;165:1;155:1;161:1;162:1;163:1;164:1;157:1;167:1;152:1;168:1;158:1;159:1	ASTC01000037.211.1727;AB702937.1.1496;LF623612.1.1491;HW313948.1.1491;HW313920.1.1483;FJ625862.7160.8682;LF623590.4.1475;HW798623.1.1493;HW798599.4.1475;HW313926.4.1475;BAGW01000037.287.1796;HW798611.1.1495;FJ625861.27324.28847;HW798619.1.1493;LF623579.1.1491;HW798588.1.1491;AP012044.1864519.1866052;AP012044.1260691.1262224;AP012044.420887.422420;LF652028.9.1518;LG104800.9.1518;LF134422.9.1518;HZ486081.9.1518	23
OTU_97.9451	AB222700.1.1488;CS600342.5.1468;KX025135.1.1430;X83952.1.1395;KP944115.1.1429;GU968166.1.1492;HZ485100.10.1518;AGXU01000010.481004.482520;EU136682.1.1435;HZ485115.10.1518;KX025134.1.1442;AB222699.1.1485;L16484.1.1468;AB050108.1.1455;AGXW01000010.57027.58543;JQ606876.1.1403;KP944116.1.1434;AY652736.1.1451;JQ606875.1.1425;AGXT01000021.476267.477784;KX025133.1.1417;AGXW01000006.688.2204;AB510705.1.1459;JX006475.1.1409	15	15:15	AGXT01000021.476267.477784;HZ485115.10.1518;HZ485100.10.1518;GU968166.1.1492;AB510705.1.1459;AY652736.1.1451;AGXU01000010.481004.482520;CS600342.5.1468;L16484.1.1468;AB050108.1.1455;X83952.1.1395;EU136682.1.1435;KX025133.1.1417;KP944116.1.1434;KP944115.1.1429	15
OTU_97.9458	ADLQ01000114.174.1692;LG085311.10.1520;ADLR01000157.173.1691;BAID02000318.100.1610;AWSU01000084.23.1541;ACWK01000143.517.2035;FIZZ01000025.174.1684;CYZY01000014.78043.79553;M59112.1.1478;HZ485404.10.1520	77	77:10	ACWK01000143.517.2035;BAID02000318.100.1610;CYZY01000014.78043.79553;AWSU01000084.23.1541;FIZZ01000025.174.1684;ADLQ01000114.174.1692;LG085311.10.1520;HZ485404.10.1520;ADLR01000157.173.1691;M59112.1.1478	10
OTU_97.9470	NA	NA	115:4;130:1;124:1;126:1;123:1;129:1;131:1;125:1;127:1;132:1;133:1;134:1;135:1;136:1;128:1;137:1;138:1;144:1;139:1;140:1;141:1;288:1;143:1;146:1;142:1;145:1	HF545616.962351.963857;HF545616.1595630.1597136;HF545617.337862.339368;HF545616.164905.166411;JMMA01000002.1983613.1985105;AF104833.1.1459;AF030451.1.1459;FOAT01000040.3592.5104;AY445602.1.1501;AB538438.1.1472;AF104839.1.1466;AB849340.1.1445;CP002403.1548328.1549826;CP002403.417348.418847;CP002403.2867312.2868810;CP002403.3675459.3676957;AY445600.1.1503;AB849341.1.1449;L76598.1.1407;AB849339.1.1445;JHXH01000008.774.2270;EU445110.1.1200;DL242959.1.1443;AB301912.1.1443;MSHI01000090.182843.184350;KF697933.1.1405;JOOA01000002.604280.605769;HQ404370.1.1432;FNLI01000001.906.2398	29
OTU_97.9475	JQ607915.1.1414;AB531489.1.1488;LUYU01000009.3392.4896;CZAF01000001.556013.557519;JX048342.1.1227;JQ607917.1.1422;CZAO01000004.122192.123698;LG103725.8.1386;AB363973.1.1415;JQ606974.1.1418;AB021157.1.1508;JQ607949.1.1412;FJ753769.1.1397;AB510711.1.1477;JQ606993.1.1417;JQ607438.1.1419;BAAU01000536.1575.3081;EU136680.1.2019;ASSO01000012.330141.331655;AB215082.1.1485;JNHN01000179.537048.538433;AB547646.1.1488;BAJS01000049.3577.5109;CZAC01000044.999.2505;HW066511.1.1490;BAKJ01000105.14.1519;CYYO01000004.82756.84262;JN873344.1.1474;CYZB01000007.3612.5118;JQ606994.1.1421;JQ607435.1.1425;LF135379.8.1386;LF650953.8.1386;JQ607986.1.1408;JX048103.1.1420;JQ607012.1.1416;JX006272.1.1419;CZAD01000019.36461.37967;JX048443.1.1415;KP944146.1.1427;AB547643.1.1486;JX048114.1.1422;BABD01000482.1904.3411;HZ486684.1.1341;JX048092.1.1415;CYZF01000001.433278.434784;CELP01000805.3695.5201;LV534866.8.1386;LF133347.8.1386;AB050110.1.1425;JQ607304.1.1423	16	16:13	CZAD01000019.36461.37967;CELP01000805.3695.5201;CZAF01000001.556013.557519;CZAC01000044.999.2505;CZAO01000004.122192.123698;CYYO01000004.82756.84262;CYZB01000007.3612.5118;CYZF01000001.433278.434784;EU136680.1.2019;BAAU01000536.1575.3081;ASSO01000012.330141.331655;AB050110.1.1425;AB510711.1.1477	13
OTU_97.948	ABCA03000019.5787.7283;LN907768.1.1454;FP929059.2595678.2597174;ABCA03000037.60092.61588;L34625.1.1453;ABCA03000043.85213.86709;ABCA03000054.109907.111403	67	67:7	ABCA03000054.109907.111403;ABCA03000019.5787.7283;FP929059.2595678.2597174;ABCA03000043.85213.86709;LN907768.1.1454;L34625.1.1453;ABCA03000037.60092.61588	7
OTU_97.9495	EU266549.1.1452;FMUV01000065.209.1620;LARF01000079.1.1498;LARF01000076.2386.3883	110	110:4;198:1;200:1;199:1	FMUV01000065.209.1620;EU728796.1.1488;LARF01000079.1.1498;LARF01000076.2386.3883;EU266549.1.1452;AB239487.1.1487;DQ057453.1.1460	7
OTU_97.9506	CP003040.625894.627428;LN907765.1.1501;FNWC01000005.152430.153940;AJ270480.1.1508;MJHW01000006.25639.27181;FP929050.3523936.3525456;EU728761.1.1478;AJ270478.1.1488;AB661434.1.1493;HZ486327.1.1480;AJ270474.1.1508;FM954976.1.1379;EU728765.1.1490;FR733672.1.1521;MJHW01000010.137401.138943;CYYR01000011.927.2431;LG086232.1.1497;EU728794.1.1457;JX629262.1.1454;AJWY01001902.613.2139;AJ312385.1.1482;CP003040.25465.26999;CP003040.1035384.1036918;DQ382351.1.1485;HZ486325.1.1497;AY804150.1.1497;MJHW01000015.411.1953;AB661435.1.1494;CYXV01000011.416.1929;AY804149.1.1497;MJHW01000011.2914.4456;CP003040.3095887.3097421;FNWC01000007.2759670.2761180;AB661436.1.1494;BABG01001111.245.1757;AY305310.1.1456;GU233441.1.1371;L34421.1.1481;AJ312386.1.1485;AJ270473.1.1454;HM007565.1.1329;MJHW01000008.255583.257125;LT598553.1.1494;AJ270479.1.1487;MJHW01000007.2914.4456;CVRR01000056.45.1566;AJ270482.1.1485;CYZJ01000002.353627.355138	2	8:2;2:17	AY169422.1.1490;CVRR01000056.45.1566;CYXV01000011.416.1929;LG086232.1.1497;HZ486325.1.1497;AY804150.1.1497;AY804149.1.1497;CYYV01000001.321800.323312;CP003040.3095887.3097421;CYZJ01000002.353627.355138;AB661434.1.1493;CP003040.25465.26999;CP003040.1035384.1036918;CP003040.625894.627428;HZ486327.1.1480;AJ270482.1.1485;FP929050.3523936.3525456;AJ312385.1.1482;AB661435.1.1494	19
